,EZ_thresh_4.0,EZ_thresh_1.0,EZ_non-decision_4.0,EZ_drift_4.0,EZ_non-decision_3.0,EZ_non-decision_1.0,EZ_drift_1.0,EZ_drift_3.0,EZ_thresh_3.0,EZ_drift_2.0,EZ_thresh_2.0,EZ_non-decision_2.0
100003,1.696348247137456,1.8701888703607192,0.7568153877553923,-0.6107778479066159,0.39104232608162637,0.5784364197523757,-0.7412590156482453,1.2079577308456817,2.16477755078854,0.7414808109976971,1.5219075599534233,0.5857894804931275
100009,1.2663233589708467,1.3338905825377598,0.5218679392320438,0.03510301081941659,0.5323686949839822,0.49750223752431294,-0.5959483373497652,0.2840638633314603,1.4273730679887529,-0.16491477459863116,1.105550168186495,0.5741833335010937
100042,1.652469528339445,1.648174820013835,0.6389930549186287,0.4194613992407375,0.566468835571675,0.5382019187705871,-0.6665629612390801,0.030292954066383725,1.610610971201874,-0.3360179056838504,1.636955434859459,0.5428217822802867
100051,1.5298983159890904,1.1953013309123155,0.5363819193940491,-0.2777198912664832,0.524073157604185,0.5625498444255659,-0.15253187801171225,0.6590104263670226,1.6670635921870223,0.25208633079765164,1.6084375016495,0.43109788316151376
100057,1.338707806436533,1.455922796989562,0.8584116461997546,0.30287797393776306,0.5984176316956672,1.1357973483795045,-0.2525716204771767,1.0138840264296445,1.642207313840593,0.24932768498732674,1.3830814107517084,0.9954964792797387
100059,1.49513520304504,1.5196338268001073,0.8668792245886717,-0.6483698298413356,0.5504482594775195,0.6432882779169555,-1.3346295742593182,1.5112807069717993,1.5068459979038489,0.38517550654508315,1.4528851872099038,0.6742423819098733
100062,1.1801495716294241,1.6057563831934374,0.5072253870458594,1.5860719877372897,0.2955994237559856,0.3345297084737342,0.37035948539340263,1.2009347541878483,1.9173273859920943,1.5848640496070032,1.649958416739042,0.36673863835844356
100063,1.4467223036683714,1.478558871078158,0.6705171002896607,0.361678355575066,0.5890965562770902,0.6484119917394049,0.46879917608860955,2.5590999632950724,1.7539902442703403,-0.3704303826711223,1.5867668863003905,0.5880604983785797
100068,1.2327823583528337,1.5087683162197392,0.5909837173399548,1.1016733610366012,0.8122284365083654,0.6277818793279074,-0.9001537675154859,0.7110925699834257,1.5449638134929695,-0.584127334820517,1.4877541166441661,0.8347983329865455
100103,1.6634667376694494,1.767741311324599,0.4725101141604807,0.9136496205951913,0.5909356342017962,0.5251268347499383,1.050095949262322,1.480352826262806,1.6970992181090396,0.645218244507736,2.0993604479345582,0.46873060367544206
100104,1.9718872445257531,1.8058976608485577,0.5271702595104429,0.5571374791931019,0.9772299109824288,1.1831932234323275,-0.5737268252509587,0.21840825587660284,1.4580663621912535,-0.028543356439259378,1.709335209867772,0.8691881537316576
100105,1.4665432068254252,1.9242154819688095,0.5812406136868472,0.19616338005786832,0.6864191812716735,0.6003310739253777,-0.9454026643392618,0.5931096310004019,1.3527793692569352,-0.3582059766099993,1.6409180842397784,0.6861141318571531
100109,1.388046740319091,1.6395519859978938,0.780601493858224,0.10561854290164142,0.7498113099002568,0.6151408740558754,-0.4648465303666656,0.19463325791235553,1.478072532605531,-0.30472004846323264,1.3306151339664396,0.6391444367475128
100110,1.576306316128045,1.7165179165288715,0.6443297617229282,0.20202528395671696,0.7287108775419675,0.46671842260369145,-0.9931431975296552,0.15958070046071668,1.574842243174457,-0.22859270418483804,1.6601125703384292,0.8178501346044819
1001102,1.5998888596582928,0.0,0.6200292562982452,1.6032047113631154,0.8778910074034465,,-inf,2.2656856586861673,0.7103535771892499,,,
100128,1.8430821644216293,1.990225359966731,0.4224576648470343,0.6310900470195178,0.670960329636053,0.462446099009472,0.27637389613428837,0.5825428494948613,1.7222803605499153,1.0791365503123413,1.9269494125446582,0.3622594362118077
100129,1.4203460809359794,1.5740251435499406,0.6131088243276078,0.03275259196282441,0.3183834391775904,0.8822587800340408,-0.7774815012561378,1.631795079061654,1.8801704788188653,1.0363626891629825,1.7810624695386432,0.270381018466716
100143,1.6206065029837213,1.8607302319038812,0.8745286907214195,-0.1935433174416875,0.6040904145881862,0.4650119890762424,-0.30075062915639794,-0.21242129311491942,1.5464742830386407,-0.502137523951086,1.5177914728418864,0.872139571998738
100152,1.5788160731895604,1.531341556637766,0.7153454528775877,0.7751222276004679,0.3075673908734471,0.5339288121901807,0.14571768809314292,1.6203861673658821,2.335362835187541,1.7055424234713061,2.2187601913860715,0.33977145329726044
100169,1.364591385765097,1.468133383008496,0.691939288091999,-0.5336678129203546,0.7134510809000568,1.0200594904486333,-0.7483055023357862,0.3629577838009138,1.4416225994248273,,,
100180,,,,,0.3387839908113781,,,2.2913367835672536,1.958959678875332,2.38085831854847,1.8757555138254929,0.34327860283372713
100185,1.3960928037793763,1.6219515372344222,0.6296840740452778,0.3313701787558395,0.6123859796980458,0.8284067376111868,-0.4698907671103517,-0.03235691493182604,1.373794833793359,-0.35832883238554364,1.5617380946150166,0.5659860981541623
100188,1.5698967081757402,1.2364063493310005,1.3541197084837329,-1.8921082196684123,0.6035908573149829,1.1076342364734815,-1.618788193131726,1.0240745963755553,1.5716022232465154,0.9859674666758291,1.660915643517087,0.5978970957217452
100191,1.3499972529222397,1.1659394545117965,0.6176395170003262,0.4883310891612878,0.4241902597470774,0.5859837155222847,-0.11452686681782721,1.270802339803752,1.452489213061552,1.1589857489968705,1.4366076244078194,0.3895381156350936
100207,1.2246344097765947,0.7732147251990674,0.8745911287631628,0.45696559190878133,0.6703322934971232,1.0259396204487055,-3.3819322017735316,1.0107189441358253,1.647349911910981,0.3233934371131456,1.5012914922322198,0.5548829121799805
100214,1.3076670270585677,1.5902494687134434,0.6398903578225533,0.13942506236015126,0.5994151095051219,0.6322153443345014,-0.14690453024990227,0.6472046768693849,1.515485422256415,0.7165333497033131,1.7079113374539097,0.5419633662461549
100215,0.7307198281300697,1.335317229595318,0.24061181102713367,-0.9485813219736028,0.5026799385608595,0.2379284530851261,-0.5190880228288607,1.6203953235028459,0.9932378161613931,1.2063812716338582,0.910667559668104,0.38161448028890044
100241,1.6282705665826958,2.743103691530747,0.7845122477526716,-1.4909980477281768,0.20507823760823318,0.10986850443119933,-0.905874122607934,1.4696914694123717,1.9474841764400153,1.758790691712603,2.4548049599535924,0.0971029094409035
100243,1.8258807237415404,1.899525922648159,1.3056138161088278,-0.8237544639247647,0.5137283612327521,0.890727746965248,-1.0813875763442387,1.5528419929757447,2.375566523059346,0.05903687191991961,1.6952703505826077,0.6699232709258369
100244,1.4998457615425227,1.9446942368403886,1.007111518064285,-1.1278999841498776,0.3052248130594293,0.44456014849955894,-1.157658492506383,1.8108912951021834,2.478689020082159,-2.040288237843761,1.4803912653716222,1.0449581457453285
100247,1.4303820376932643,1.6148878520348613,0.5510356009873245,0.8555584447884026,0.5103836179955296,0.4443273290079095,0.19422869424636072,0.7676651606062825,1.5552646254383942,0.21719998860746878,1.263521455324439,0.6458846654952222
100250,1.7487457233136057,1.622311112084092,0.5976260926037344,0.6088425108339733,0.8854200037664859,0.6431634206496132,0.42725909685072544,-0.2409136501902425,1.7636327108478416,-0.4668950440490118,1.7368576226120793,0.7620287319930846
200025,1.895969700038472,1.6805793956461346,0.6795758843409578,1.98378703816693,0.3614115375728041,0.730180125194717,0.7454351586963951,1.9607993614993742,2.289186980507682,1.2321152943501201,1.8688065179878683,0.3801628095038252
200056,1.3651114132788995,1.5092283077965685,0.6610889696580946,-0.3833006878960476,0.3360276478481452,0.5367875901141368,-0.029453305600749134,0.48647998895566513,1.7863794333846865,-0.4371115821469061,1.5857442558614012,0.5448368190379442
200061,1.501340899276915,0.9324801924650086,0.3576352272438137,0.7516382537512226,0.3354774633242725,0.4761322101995742,-0.2943084989036466,2.283592111400894,1.965603378695568,1.6590251394917288,2.267114600111408,0.11397653956799636
200085,1.3070792366574366,1.632698995807126,0.5374698020621334,-0.5303023421384265,0.35249479017614244,0.34712987363892334,-0.8490814073383899,1.0012309492588838,1.3845900010841983,0.2665270167469988,1.3796904516977386,0.30390453755629715
200088,1.3864655147647715,1.5461688072762545,0.8681713462419309,0.707431409268145,0.43400990130081796,0.9620635563908584,-0.17749474986836053,1.2157014408553584,1.710487025676926,0.21739874583359745,1.7739866866903662,0.6665714825589215
200133,1.8384482924779288,1.582165825411595,0.7616695027579983,0.27141974466218416,0.4683242955427649,0.7538560705351594,0.028095514298742748,0.9081030411779314,1.686456604063189,0.779168537738225,1.7058388306311307,0.40001483610926547
200148,1.5498107271694248,,0.5334773636784704,0.383728862706265,0.41027322684107015,,,1.5242408841839323,2.4363419884859776,1.600608973572386,2.335154731727695,0.3921367400878606
200156,1.5184829590285853,1.3894241021024378,0.7457883391533231,-0.0879373665872064,0.3640062070817657,1.0005069630982129,-0.30579805929834136,0.9121130617959922,1.8546779796575714,0.7287425736544701,1.4653193989290207,0.536284066856249
200162,1.5785907884141364,2.1421341328850514,0.37781295210326205,-0.4390923763442748,0.3723298835550871,0.2549875070445441,-1.0749023871315178,1.293740960284307,1.6073090406157242,0.8361493639302235,1.6242594239018389,0.49546566423313476
200164,1.517025466002658,1.7628982468260135,0.3130832328825438,-0.08802185303874699,0.4743658402687734,0.44404080954594816,-0.5563731513022078,0.595781999653171,1.6462888331347825,-0.5503323621035388,1.579114562156368,0.6486960461614126
200166,1.3891622208463357,1.0263160523992343,0.6846152989868138,0.291877436647491,0.5127974357158339,0.7893060983579194,-0.21742186609335773,1.9175256997570367,1.5877348804812292,1.4594143590598205,1.407498645565504,0.5607394427628138
200168,1.3691565329259046,1.2793251434553303,0.5810384465056286,0.03246653067187257,0.4694276800259871,0.6506431268235973,-1.1756803221375842,0.44925591605955456,1.3893068221504612,-0.789672674612847,1.7198562490705933,0.6414079091710113
200173,1.0519157395508554,1.8082981876475328,0.451061771993665,1.9768137917279485,0.30483391572695584,0.17272020003208477,1.1359430362355307,2.5853969932817105,1.7361497601320417,1.4512716411084412,1.4328410221615129,0.28507485773908997
200199,1.3276425908835252,1.577203692489153,0.735310770572828,-0.5987529176364208,0.5572802273594104,1.0232105007625991,-1.186785312395193,0.162865933753359,1.3701057438576085,-0.2839267417483779,1.2951396471530778,0.4971490130118937
200211,1.6567877578496506,1.7269325049875748,0.378712647125377,-0.05490852873261157,0.36878928395777555,0.3847295903264193,-0.802749590453661,0.5734093247830254,1.5709311069872156,-0.23625034803821354,1.716251897510772,0.35171190722937395
200213,1.3031375035658266,1.3841086659777615,0.5388388965742898,0.3829152063796635,0.40925438794208263,0.48246263751806623,0.26567623566286214,2.143653350962813,1.7652992412316135,1.5462284514891027,1.9689991053982883,0.2890296141689178
200249,1.1332051155776774,2.0555046036171936,0.661967065232632,0.19691364629999694,0.5276126698840156,0.7469464360758584,-0.7317314659035351,2.220637292193102,2.021328014940776,1.4283042553404477,1.4381555792578165,0.6507407606928337
306065,1.1617757213493154,1.4995849977273665,0.3879489282141527,0.9191452449713263,0.40466004776694675,0.3673172261603823,0.257179473918757,1.687188499893417,1.5352565321595415,-0.9162438759848369,1.199039161366565,0.533747515046507
306587,1.287054812584037,1.2924840257151735,0.669015849727576,-0.14165795816256277,0.6836960057725728,0.6521955925530745,-0.17264704775808526,-0.7706069386233142,1.625683478445475,-0.6182145322689919,1.3526825730404506,0.8247098121432224
310949,0.7016994404908599,1.4195231770461791,0.5441465460200606,0.6055059608826924,0.40597354155210863,0.38997605939864666,-0.3259006470826106,1.844914200035503,1.662978655091157,1.386291679229179,1.5000029018684358,0.34073731831812126
311047,1.5749738108460607,1.5742933223010813,0.6198288571060689,0.6026008484466855,0.6902719798323756,1.0476230166845846,-0.030991787539387788,1.8574638817431837,2.4165403235295586,0.21213476887927002,1.625572687181632,1.2578062541697475
311283,1.2863276442543456,1.5443219100906478,0.678203855106911,0.1038082274146628,0.43997180664473445,0.5727132723779245,-0.20310374204082268,1.1171090917727275,1.5143337594599389,-0.09259313503474029,1.5094201349022383,0.7275880713089776
311444,1.4912660583040929,1.478878284834895,0.6065450504480763,-0.2103297108577266,0.39715432709122134,0.6119409368997336,-0.3784055751402822,0.9103613138461867,1.6822731235074697,1.3053349221728223,1.7445846627768777,0.40284339690584814
311479,1.149411259344241,1.1703562040419562,0.3954271470934818,-0.19413725896640086,0.32209009165743135,0.5561393651514516,-1.1845063548449333,0.2246098376276492,1.3964551248864374,-0.30476902488673346,1.5179479677111074,0.37136994043023175
311760,1.904440427684178,1.5822016674306758,0.3889279302350861,0.9552194003927376,0.4918053146188355,0.6426176550503868,0.23241334382011034,1.2116662846100645,1.6738505255553755,-1.2259520941857494,1.814608875889135,1.3930746639684322
400285,1.630381430991338,1.5639462922525105,0.2670607516407104,0.3060579301468007,0.2812220016949541,0.45073607778652014,-0.2100481765898113,2.0326502501418098,1.8617022941621424,0.541417699309205,1.6051153261749944,0.2108518749710846
400742,1.5683700476976847,1.4215193560827661,0.6109343164889061,-0.37918800388958135,0.5309122088647698,0.779942091526401,-0.8812844954482826,0.23262412385275988,1.3483449337076139,-0.3457053152726476,1.5135669619423626,0.7118726926902418
402997,1.89538396096422,1.3232417777159051,0.26647170473551873,1.3923602731515767,0.4569271519170311,0.46015718651925186,1.4145579503487082,2.4017390985204914,1.868910895649412,0.8705823068755563,1.59237598808455,0.40866099417686064
405027,1.5743824018599262,1.2823087010706749,0.6855994005917532,0.12135249767591579,0.43319771129072937,0.49130961313364074,-0.7888903123201418,0.8636362177828982,1.7732887290159622,0.7600680236325488,1.57081002140623,0.5419222097710688
406620,1.7404044945105566,1.5465150543099964,0.4784945259907918,0.6683221133215853,0.5618786897277624,0.5336404283827045,0.8594393850714619,2.3928671233096916,1.8758402111036114,1.2536770294783963,1.8164704556780726,0.513812793996059
406925,1.553981833467814,1.0421846030541637,0.38861277392728716,1.4976222086142037,0.39952538150319994,0.43703199264860626,1.6232018835372815,3.1686895805977375,1.4093864372199378,1.8983436629885355,1.9934165281542666,0.21056687833930887
406980,1.6732090836238196,1.831737860803576,0.7442515451113482,0.026566771006621838,0.6348810583442767,0.6305445202428753,-0.9235360838853552,1.2595693727797337,1.8079728947235927,1.1491694979679756,1.9816635309556543,0.6248889850957381
407209,1.3231832263401415,1.2295829019553668,0.5863537548956854,-0.16864146013354003,0.4661850029562734,0.5381920519731308,0.18147906168779007,2.741468125061572,1.380351498280969,0.8708333323996756,1.4052923631780028,0.5188322149338473
407260,1.7909742541519615,1.3889761791717432,0.6860302004423798,0.8398096138397395,0.6329749610552977,0.9712842410907077,0.4028980455727655,0.26234265383530003,1.5455554107595373,-0.4522088660089759,1.4578343735330008,0.9197215201146952
407672,1.0616876572816327,1.210917025940904,0.5040066925060609,2.1920549698611245,0.47824555096947674,0.47312465577867535,1.7172452753846388,3.083658976543177,1.4556202238562594,2.364085360933616,1.8890638182755484,0.3282510998671768
408394,1.126775138440564,1.3039419770913814,0.6438988502654428,1.3591676978992662,0.38612787936869875,0.63031430584031,0.10240593137616627,1.9091428647337745,2.339221543421448,1.4026866209200695,1.8814304565649969,0.5149345375376447
408511,1.778192833138725,1.8263272423610177,0.6353272911826201,-0.4095385420521499,0.3530854001210222,0.6585425898768343,-1.2742939225808112,1.8752035818364179,1.6361172540685014,0.4053862710548731,1.6262159721611005,0.653217100561174
408662,1.5867349781220663,1.2499526355860962,0.24438429837615838,0.9479071284836621,0.3273143167615366,0.44034807770524037,0.3992080594998015,2.244708025450025,1.68582710580348,2.1214771273335415,1.7837522663629002,0.24159940627799592
408952,1.0762379462060243,1.3372892537149672,0.5239533753332422,0.9399416878438411,0.3557700649584632,0.49962434073633627,0.8438453002466991,2.65534902931727,1.6904129439007265,1.3157162247663015,1.4226488521368372,0.32035362837297354
408988,1.7683515086505925,1.5921659566669033,0.4944796957438081,1.0438120936186825,0.6647379846744086,0.7185507080899176,0.8530037201626505,-0.22248577338919215,1.4097870352652322,-1.6797209513906621,1.5567822595004488,0.8547865691752414
409381,2.0362946984630192,1.2601428155663208,0.299068416803974,0.8307618793821628,0.31407585542970684,0.6194827177235465,0.8027668762479562,1.627854641369241,2.3246483670896168,1.7125872627212264,2.6209679748522103,0.2003308043697405
409850,1.368196925502616,1.599568589184222,0.45200438261730785,1.1193391407467097,0.4941805233849178,0.43408861380198893,1.0575826645444601,3.190038490911679,1.407079062688469,1.5996503096325942,1.6497713992387464,0.3268273327012999
409874,1.1405620309248747,1.4630010950813546,0.5493112326223752,0.3554958845854048,0.5278045342023806,0.5434852337248627,-0.1596819386991055,0.42907998540481157,1.3698766777657485,-0.5181179080282875,1.614011041199067,0.6169083534092717
411256,1.5962063340451578,1.3268348265626604,0.5650066117395738,1.302739813348596,0.2573487849820395,0.5984977364589498,1.0235814262364449,2.035268731211188,2.205426880931324,1.7018237003156749,2.2100997388835815,0.14574051111306285
411477,1.6913861769095944,2.206221179393258,0.6967784368896279,0.16225558033304735,0.4942060337040731,0.33043848525006325,-0.5678319926381523,0.2181630217585026,1.8585418593853051,0.05954973150778795,1.6806701898209844,0.5596162665060936
