,EZ_drift_3.0,EZ_drift_4.0,EZ_thresh_3.0,EZ_non-decision_2.0,EZ_thresh_4.0,EZ_drift_2.0,EZ_non-decision_3.0,EZ_thresh_1.0,EZ_thresh_2.0,EZ_non-decision_4.0,EZ_drift_1.0,EZ_non-decision_1.0
100003,1.2079577308456817,0.6681083140341179,2.16477755078854,0.5857894804931275,1.5507843712207814,0.7414808109976971,0.39104232608162637,1.5181660275314552,1.5219075599534233,0.6348919295372135,0.9131375198627067,0.5136142811738156
100009,0.2840638633314603,-0.03228800948811829,1.4273730679887529,0.5741833335010937,1.3767266324420426,-0.16491477459863116,0.5323686949839822,1.3854681229866228,1.105550168186495,0.5375975905403874,0.5737626594802304,0.5228888710900248
100042,0.030292954066383725,-0.42645336965764125,1.610610971201874,0.5428217822802867,1.6253762541879015,-0.3360179056838504,0.566468835571675,1.759576386662012,1.636955434859459,0.6951544550927016,0.6243618049184111,0.5824500208048655
100051,0.6590104263670226,0.29535246081245903,1.6670635921870223,0.43109788316151376,1.4385632433753626,0.25208633079765164,0.524073157604185,1.4325994965533517,1.6084375016495,0.6248175817697211,0.12726624379849105,0.4880812574436548
100057,1.0138840264296445,-0.33635441228387886,1.642207313840593,0.9954964792797387,1.2054698654167106,0.24932768498732674,0.5984176316956672,1.509733069174312,1.3830814107517084,1.0303850166329322,0.24356940152766862,0.6488965090247634
100059,1.5112807069717993,0.6101773629896663,1.5068459979038489,0.6742423819098733,1.5887193068559,0.38517550654508315,0.5504482594775195,1.583386440989024,1.4528851872099038,0.6323052441397524,1.2808927718399887,0.5665022296612778
100062,1.2009347541878483,-1.2491566987162754,1.9173273859920943,0.36673863835844356,1.4984526591621308,1.5848640496070032,0.2955994237559856,1.3041499145852906,1.649958416739042,0.6893238172808223,-0.456011307515827,0.7527773272454625
100063,2.5590999632950724,-0.3605428927887604,1.7539902442703403,0.5880604983785797,1.4512784864992898,-0.3704303826711223,0.5890965562770902,1.7532771969057017,1.5867668863003905,0.4487663040313049,-0.3953437492846293,0.3960638262785068
100068,0.7110925699834257,-0.8548469385509262,1.5449638134929695,0.8347983329865455,1.5887329332375986,-0.584127334820517,0.8122284365083654,1.6013112196263437,1.4877541166441661,0.938786651435631,0.8481321229174326,0.5941115172585363
100103,1.480352826262806,-0.664347988750597,1.6970992181090396,0.46873060367544206,2.287695273380246,0.645218244507736,0.5909356342017962,2.0545936217358536,2.0993604479345582,0.5241649860946802,-0.9034866898872711,0.61867109249346
100104,0.21840825587660284,-0.7882421916810135,1.4580663621912535,0.8691881537316576,1.3937496625563748,-0.028543356439259378,0.9772299109824288,1.8104653543089,1.709335209867772,0.9746564005626082,0.572279347528458,0.6575350954418081
100105,0.5931096310004019,-0.17392252898639485,1.3527793692569352,0.6861141318571531,1.6540817002165655,-0.3582059766099993,0.6864191812716735,1.4502949383868105,1.6409180842397784,0.5041820671182048,1.2543368905635515,0.49127548560290096
100109,0.19463325791235553,-0.08742810371367675,1.478072532605531,0.6391444367475128,1.6768460936999778,-0.30472004846323264,0.7498113099002568,1.5355127206374097,1.3306151339664396,0.44640838066340527,0.4963423889647251,0.6403837169284667
100110,0.15958070046071668,-0.21053912863833177,1.574842243174457,0.8178501346044819,1.5125631666576373,-0.22859270418483804,0.7287108775419675,1.7773704440286926,1.6601125703384292,1.0031983314608022,0.9591405651904185,0.634546976773361
1001102,2.2656856586861673,,0.7103535771892499,,,,0.8778910074034465,1.3037863764875994,,,1.6852642556793258,0.8309887915178839
100128,0.5825428494948613,-0.6510227985215574,1.7222803605499153,0.3622594362118077,1.7866514236477469,1.0791365503123413,0.670960329636053,1.3796825437276241,1.9269494125446582,0.607234824986283,-0.3986760138554466,0.6920983174562427
100129,1.631795079061654,-0.03247685175962887,1.8801704788188653,0.270381018466716,1.432405332241001,1.0363626891629825,0.3183834391775904,1.4708920132515433,1.7810624695386432,0.5454319414026167,0.8319954290300661,0.5731077693736014
100143,-0.21242129311491942,0.2069258928531408,1.5464742830386407,0.872139571998738,1.5157965710828172,-0.502137523951086,0.6040904145881862,1.5708439183067544,1.5177914728418864,0.596561261658391,0.3562516819230801,0.6246871557265535
100152,1.6203861673658821,-0.7185593273829561,2.335362835187541,0.33977145329726044,1.7030958822553905,1.7055424234713061,0.3075673908734471,1.216698033782979,2.2187601913860715,0.4478945085394236,-0.1834009303199151,0.3504895183696315
100169,0.3629577838009138,0.4083333942464793,1.4416225994248273,,1.783440959353998,,0.7134510809000568,1.8271761049292758,,0.5502765478721409,0.6012623992314269,0.5349720528948825
100180,2.2913367835672536,2.027380031646169,1.958959678875332,0.34327860283372713,2.2140083751774506,2.38085831854847,0.3387839908113781,2.384097589550826,1.8757555138254929,0.2635514013861481,1.8827401988094878,0.157813127774743
100185,-0.03235691493182604,-0.26788737237946025,1.373794833793359,0.5659860981541623,1.7269329190060163,-0.35832883238554364,0.6123859796980458,2.047419269800164,1.5617380946150166,0.5570915246948105,0.3722442507446383,0.1927629321073212
100188,1.0240745963755553,1.5083703592485673,1.5716022232465154,0.5978970957217452,1.9692872160717125,0.9859674666758291,0.6035908573149829,1.582332312555358,1.660915643517087,0.5382077994599987,1.2648923265542567,0.7031457268469447
100191,1.270802339803752,-0.39859452354721825,1.452489213061552,0.3895381156350936,1.65392545541627,1.1589857489968705,0.4241902597470774,1.4158676412632683,1.4366076244078194,0.5836692437388693,0.0943106465131041,0.4737813954737642
100207,1.0107189441358253,-0.34358738573476894,1.647349911910981,0.5548829121799805,1.6287436942385771,0.3233934371131456,0.6703322934971232,2.027060560937517,1.5012914922322198,0.5682060042160123,1.2900254824289892,0.4803963523266753
100214,0.6472046768693849,-0.1015882121458129,1.515485422256415,0.5419633662461549,1.7947117381322004,0.7165333497033131,0.5994151095051219,1.5941863654758976,1.7079113374539097,0.34057566719999877,0.14654174457938374,0.524849708460632
100215,1.6203953235028459,0.5320708674153161,0.9932378161613931,0.38161448028890044,1.3027346975922636,1.2063812716338582,0.5026799385608595,2.282226767128565,0.910667559668104,0.2709294535830464,0.3037152970701697,-0.0285603772372629
100241,1.4696914694123717,1.2889910817358647,1.9474841764400153,0.0971029094409035,1.8834484352511118,1.758790691712603,0.20507823760823318,1.8010146830486038,2.4548049599535924,0.27476626190323494,1.3797259251555705,0.21982310785801074
100243,1.5528419929757447,0.827014795523,2.375566523059346,0.6699232709258369,1.8186825736595238,0.05903687191991961,0.5137283612327521,1.867713788336097,1.6952703505826077,0.7199274313488493,1.0998064834792043,0.679946320295582
100244,1.8108912951021834,1.0333374742103343,2.478689020082159,1.0449581457453285,1.6370992564300773,-2.040288237843761,0.3052248130594293,2.164285535914997,1.4803912653716222,0.7122234872622504,1.0402009167679969,0.31020387202735966
100247,0.7676651606062825,-0.8739130769529266,1.5552646254383942,0.6458846654952222,1.4003399924956546,0.21719998860746878,0.5103836179955296,1.4444363698319245,1.263521455324439,0.6587875360420531,-0.21714875463260377,0.4372671060218609
100250,-0.2409136501902425,-0.6177255558616505,1.7636327108478416,0.7620287319930846,1.7235983308271732,-0.4668950440490118,0.8854200037664859,1.699614198543129,1.7368576226120793,1.076927819573109,-0.40782618852801744,0.9416480252610029
200025,1.9607993614993742,-inf,2.289186980507682,0.3801628095038252,0.0,1.2321152943501201,0.3614115375728041,1.5673722511275343,1.8688065179878683,,-0.7992759649752361,0.7356805289444067
200056,0.48647998895566513,0.3017353518581937,1.7863794333846865,0.5448368190379442,1.7341293969771838,-0.4371115821469061,0.3360276478481452,1.5569183729462925,1.5857442558614012,0.5502280595077707,0.02855111953410482,0.5339271479649206
200061,2.283592111400894,-0.6889868824257542,1.965603378695568,0.11397653956799636,1.6378617367064245,1.6590251394917288,0.3354774633242725,1.3679179032748938,2.267114600111408,0.5788561834299407,0.20062376919312114,0.5709942581766391
200085,1.0012309492588838,0.49037348697172867,1.3845900010841983,0.30390453755629715,1.413508680578212,0.2665270167469988,0.35249479017614244,1.2668958337768181,1.3796904516977386,0.34664758538393287,1.094244944343314,0.42344352496920296
200088,1.2157014408553584,-0.5673216248475597,1.710487025676926,0.6665714825589215,1.7288769016609882,0.21739874583359745,0.43400990130081796,1.6394973676824374,1.7739866866903662,0.6741506853433523,0.1673908425298049,0.49047816721461457
200133,0.9081030411779314,-0.3189011319120873,1.686456604063189,0.40001483610926547,1.5647205863682752,0.779168537738225,0.4683242955427649,1.3887520070438497,1.7058388306311307,0.7286572735063099,-0.032008423638901176,0.7356486164922518
200148,1.5242408841839323,-0.37161400544138307,2.4363419884859776,0.3921367400878606,1.600335560658785,1.600608973572386,0.41027322684107015,,2.335154731727695,0.7293328336680617,,
200156,0.9121130617959922,0.08935201535913997,1.8546779796575714,0.536284066856249,1.4944418666754047,0.7287425736544701,0.3640062070817657,1.4874319253676285,1.4653193989290207,0.7015723618241216,0.28564883321315904,0.9051753657441378
200162,1.293740960284307,0.4978792098472203,1.6073090406157242,0.49546566423313476,1.3921994870455527,0.8361493639302235,0.3723298835550871,1.7007429496166133,1.6242594239018389,0.5231567444237581,1.3538701386432919,0.4550465911502919
200164,0.595781999653171,0.07788963375869966,1.6462888331347825,0.6486960461614126,1.7143666773193444,-0.5503323621035388,0.4743658402687734,1.5666938485239545,1.579114562156368,0.3518265552425054,0.6260503632766574,0.4415927282901141
200166,1.9175256997570367,-0.39385010983935115,1.5877348804812292,0.5607394427628138,1.0294909103200474,1.4594143590598205,0.5127974357158339,1.0701602476189245,1.407498645565504,0.767886226880415,0.20851414712020735,0.6915913988424691
200168,0.44925591605955456,-0.026793312918605768,1.3893068221504612,0.6414079091710113,1.6590618228463152,-0.789672674612847,0.4694276800259871,1.3763925285409557,1.7198562490705933,0.3277644802206423,1.092767771974664,0.5385683323014532
200173,2.5853969932817105,-1.4670125271577261,1.7361497601320417,0.28507485773908997,1.4174667926719513,1.4512716411084412,0.30483391572695584,1.6005872895731141,1.4328410221615129,0.5676451404916831,-1.2833562699622543,0.6451316833126365
200199,0.162865933753359,0.5239940950433876,1.3701057438576085,0.4971490130118937,1.51705884167276,-0.2839267417483779,0.5572802273594104,1.4850302164783629,1.2951396471530778,0.4543901480772897,1.260447199074797,0.3335914180945655
200211,0.5734093247830254,0.05393195547858088,1.5709311069872156,0.35171190722937395,1.6867880535475133,-0.23625034803821354,0.36878928395777555,1.5513573979979853,1.716251897510772,0.2396984102543842,0.8936008961628654,0.26726109445928936
200213,2.143653350962813,-0.3589804014848475,1.7652992412316135,0.2890296141689178,1.390023422044811,1.5462284514891027,0.40925438794208263,1.462174969782802,1.9689991053982883,0.6650910280454669,-0.25149163932134655,0.8525647243935178
200249,2.220637292193102,-0.16957400650723137,2.021328014940776,0.6507407606928337,1.3159065820898326,1.4283042553404477,0.5276126698840156,1.6956131160846752,1.4381555792578165,0.7153848619372836,0.8870404354085947,0.49183833943705235
306065,1.687188499893417,-0.8617440274449495,1.5352565321595415,0.533747515046507,1.2391622059365797,-0.9162438759848369,0.40466004776694675,1.4257705878626465,1.199039161366565,0.6154132036478861,-0.2704940641187767,0.5816483348333722
306587,-0.7706069386233142,0.13386338495142414,1.625683478445475,0.8247098121432224,1.3619972097681123,-0.6182145322689919,0.6836960057725728,1.3768093798744403,1.3526825730404506,0.7081879679333725,0.16207294530093902,0.6909356551187611
310949,1.844914200035503,-0.321472355755545,1.662978655091157,0.34073731831812126,1.321678789352441,1.386291679229179,0.40597354155210863,1.2965059918945143,1.5000029018684358,0.528038701698595,0.35682328106490757,0.493179977276479
311047,1.8574638817431837,-0.6045134021914702,2.4165403235295586,1.2578062541697475,1.5699909237025307,0.21213476887927002,0.6902719798323756,1.4467719336806353,1.625572687181632,1.4767187428263067,0.033723466037461944,1.2573403340400748
311283,1.1171090917727275,-0.0772084124457335,1.5143337594599389,0.7275880713089776,1.7294927896409753,-0.09259313503474029,0.43997180664473445,1.4900265764010168,1.5094201349022383,0.5807513917207424,0.2105046740928904,0.7040767495864949
311444,0.9103613138461867,0.20425583380791298,1.6822731235074697,0.40284339690584814,1.5356112626384628,1.3053349221728223,0.39715432709122134,1.7701702150301364,1.7445846627768777,0.6527606106180166,0.3161367100089273,0.4456264755732907
311479,0.2246098376276492,0.18457688666718144,1.3964551248864374,0.37136994043023175,1.208946338533544,-0.30476902488673346,0.32209009165743135,1.3376410462070447,1.5179479677111074,0.40600082375627267,1.0363724745519773,0.38231919812537857
311760,1.2116662846100645,-1.1231973476089858,1.6738505255553755,1.3930746639684322,1.6196249459533676,-1.2259520941857494,0.4918053146188355,1.5068028915417648,1.814608875889135,1.0507175274769212,-0.24404305446285693,0.7861415163576307
400285,2.0326502501418098,-0.3447911237278357,1.8617022941621424,0.2108518749710846,1.4472274132929,0.541417699309205,0.2812220016949541,1.219774218896409,1.6051153261749944,0.6211016836513628,0.26931546993118965,0.39830702928474604
400742,0.23262412385275988,0.3504946951575805,1.3483449337076139,0.7118726926902418,1.6967649324316185,-0.3457053152726476,0.5309122088647698,1.5935705590105265,1.5135669619423626,0.41059822445080896,0.7861358641522774,0.5739757356866761
402997,2.4017390985204914,-1.3297230296603924,1.868910895649412,0.40866099417686064,1.9846669349550687,0.8705823068755563,0.4569271519170311,1.663243858311351,1.59237598808455,1.086231974405845,-1.1253925078683198,0.9460947739415845
405027,0.8636362177828982,-0.12259292736517666,1.7732887290159622,0.5419222097710688,1.5584523582963228,0.7600680236325488,0.43319771129072937,1.6042569745914161,1.57081002140623,0.635120515339137,0.6305728618921053,0.47161296438673916
406620,2.3928671233096916,-0.5907875490515339,1.8758402111036114,0.513812793996059,1.9688140206628157,1.2536770294783963,0.5618786897277624,1.726511100054359,1.8164704556780726,0.6650959469283386,-0.769839213450811,0.9479439725030758
406925,3.1686895805977375,-1.9022976212469185,1.4093864372199378,0.21056687833930887,1.2234035723910188,1.8983436629885355,0.39952538150319994,1.5215209779779773,1.9934165281542666,0.5388566703940378,-1.1118321963061084,0.4690629735340641
406980,1.2595693727797337,-0.030290327085620027,1.8079728947235927,0.6248889850957381,1.4675233596911785,1.1491694979679756,0.6348810583442767,1.9747189334065782,1.9816635309556543,0.8907733444905342,0.8566667296559365,0.5282776529080587
407209,2.741468125061572,0.1515636837909579,1.380351498280969,0.5188322149338473,1.472275849549669,0.8708333323996756,0.4661850029562734,1.2978448380191312,1.4052923631780028,0.688298382474449,-0.17193392058698512,0.5502383594644739
407260,0.26234265383530003,-1.162938793911159,1.5455554107595373,0.9197215201146952,1.2933418376368788,-0.4522088660089759,0.6329749610552977,1.3064671562682655,1.4578343735330008,1.0968897112345766,-0.42834279090021987,0.7952715186804967
407672,3.083658976543177,-1.8857884784889616,1.4556202238562594,0.3282510998671768,1.2341138638460718,2.364085360933616,0.47824555096947674,1.1748887265105028,1.8890638182755484,0.42795714201737023,-1.7699050937835745,0.3618499031244546
408394,1.9091428647337745,-1.0171766690453805,2.339221543421448,0.5149345375376447,1.5056149217438084,1.4026866209200695,0.38612787936869875,1.4760894481422977,1.8814304565649969,0.7920498293373825,-0.0904629409773072,0.663240778864351
408511,1.8752035818364179,0.49122703770134984,1.6361172540685014,0.653217100561174,1.4824886345404318,0.4053862710548731,0.3530854001210222,1.357529938902632,1.6262159721611005,0.6134100275945524,1.7143472411854774,0.4311144296849841
408662,2.244708025450025,-0.8849468398206379,1.68582710580348,0.24159940627799592,1.6996245752808408,2.1214771273335415,0.3273143167615366,1.3766889582685937,1.7837522663629002,0.9562765551499499,-0.36245744772047056,0.5198333403820815
408952,2.65534902931727,-0.7317348540094225,1.6904129439007265,0.32035362837297354,1.3824692183727165,1.3157162247663015,0.3557700649584632,1.1002911833413178,1.4226488521368372,0.7332458507586956,-1.0256060113023129,0.7921074810349238
408988,-0.22248577338919215,-1.0292005331110272,1.4097870352652322,0.8547865691752414,1.7934567959451382,-1.6797209513906621,0.6647379846744086,1.6551421925205936,1.5567822595004488,1.1150038510780744,-0.8205479204689515,0.8448110195239366
409381,1.627854641369241,-0.9962941572445326,2.3246483670896168,0.2003308043697405,1.697968414619402,1.7125872627212264,0.31407585542970684,1.083026531785273,2.6209679748522103,1.371254481586991,-0.9340499812234017,0.9115344378460628
409850,3.190038490911679,-0.946928823172329,1.407079062688469,0.3268273327012999,1.6173088552038712,1.5996503096325942,0.4941805233849178,1.777381123193886,1.6497713992387464,0.6456599526904148,-0.9517801154719113,0.5144889823142295
409874,0.42907998540481157,-0.29197988272558867,1.3698766777657485,0.6169083534092717,1.3886748097958255,-0.5181179080282875,0.5278045342023806,1.0350871534728265,1.614011041199067,0.5877825570989199,0.22569582705929897,0.616318553364281
411256,2.035268731211188,-1.4411961740863224,2.205426880931324,0.14574051111306285,1.4428580779421947,1.7018237003156749,0.2573487849820395,1.4262601513321853,2.2100997388835815,0.8792626669953334,-0.952227041388383,0.9270192418447287
411477,0.2181630217585026,-0.14937448518395038,1.8585418593853051,0.5596162665060936,1.8372404454736635,0.05954973150778795,0.4942060337040731,1.6021245958956418,1.6806701898209844,0.625762056282196,0.7819385406757526,0.5279715886598446
